Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
18966819,"Golden Son (Red Rising Saga, #2)",Pierce Brown,"Brown, Pierce",,"=""0345539826""","=""9780345539823""",5,4.47,Del Rey,ebook,466,2015,2015,2020/12/27,2020/12/20,,,read,,,,1,0
296662,Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,James W. Loewen,"Loewen, James W.",,"=""0684818868""","=""9780684818863""",0,3.97,"Touchstone Books/Simon & Schuster, Inc.",Paperback,383,1996,1995,,2021/01/03,currently-reading,currently-reading (#1),currently-reading,,,,1,0
36642458,"Skyward (Skyward, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""1473217857""","=""9781473217850""",4,4.48,Gollancz,Hardcover,513,2018,2018,2021/01/01,2021/01/03,,,read,,,,1,0
18966806,"Morning Star (Red Rising Saga, #3)",Pierce Brown,"Brown, Pierce",,"=""0345539842""","=""9780345539847""",5,4.51,Del Rey,Hardcover,525,2016,2016,2020/12/27,2020/12/27,,,read,,,,1,0
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,"=""""","=""""",5,4.27,Del Rey,Hardcover,382,2014,2014,2020/12/21,2020/11/28,,,read,,,,1,0
43808723,Everything is F*cked: A Book About Hope,Mark Manson,"Manson, Mark",,"=""0062955934""","=""9780062955937""",5,3.69,Harper,Hardcover,288,2019,2019,2020/12/20,2020/12/02,,,read,,,,1,0
19288043,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",5,4.13,Broadway Books,Paperback,415,2014,2012,2020/12/02,2020/11/28,,,read,,,,1,0
20881952,"The Price of Creation (The Historian Tales, #1)",Lance Conrad,"Conrad, Lance",,"=""0991023005""","=""9780991023004""",4,4.29,Dawn Star Press,Hardcover,240,2014,2011,,2020/11/28,to-read,to-read (#4),to-read,,,,0,0
16069167,"Fire & Flood (Fire & Flood, #1)",Victoria Scott,"Scott, Victoria",,"=""0545537460""","=""9780545537469""",0,4.05,Scholastic Press,Hardcover,305,2014,2014,,2020/11/28,to-read,to-read (#3),to-read,,,,0,0
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,"=""""","=""""",0,4.00,Viking,Hardcover,288,2020,2020,,2020/11/28,to-read,to-read (#2),to-read,,,,0,0
2767793,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765316897""","=""9780765316899""",5,4.54,Tor Books,Hardcover,556,2008,2008,2020/11/27,2020/11/27,,,read,,,,1,0
68429,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765316889""","=""9780765316882""",5,4.38,Tor Books,Hardcover,590,2007,2007,2020/11/23,2020/11/23,,,read,,,,1,0
68428,"The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""9780765311788""",5,4.48,Tor Books,Hardcover,541,2006,2006,2020/11/21,2020/11/21,,,read,,,,2,0
33652258,"The Nemesis (Diabolic, #3)",S.J. Kincaid,"Kincaid, S.J.",,"=""""","=""""",5,4.20,Simon & Schuster Books for Young Readers,Kindle Edition,320,2020,2020,2020/11/17,2020/11/16,,,read,,,,1,0
33652251,"The Empress (The Diabolic, #2)",S.J. Kincaid,"Kincaid, S.J.",,"=""1534409920""","=""9781534409927""",4,3.86,Simon & Schuster Books for Young Readers,Hardcover,378,2017,2017,2020/11/17,2020/11/16,,,read,,,,1,0
26836910,"The Diabolic (The Diabolic, #1)",S.J. Kincaid,"Kincaid, S.J.",,"=""""","=""""",4,4.05,Simon & Schuster Books for Young Readers,Kindle Edition,416,2016,2016,2020/11/17,2020/11/16,,,read,,,,1,0
